	0	1
472	0.8333333452542623	[32, 5, 'softmax', 'softplus', 'tanh', 'sigmoid']
963	0.8333333452542623	[64, 3, 'softmax', 'sigmoid', 'sigmoid', 'softmax']
1023	0.8333333452542623	[64, 3, 'softmax', 'softmax', 'softmax', 'softmax']
956	0.8333333452542623	[64, 3, 'tanh', 'softmax', 'softmax', 'sigmoid']
1735	0.8333333452542623	[128, 3, 'softmax', 'sigmoid', 'softplus', 'softmax']
769	0.8333333452542623	[64, 3, 'sigmoid', 'sigmoid', 'sigmoid', 'softplus']
775	0.8333333452542623	[64, 3, 'sigmoid', 'sigmoid', 'softplus', 'softmax']
960	0.8333333452542623	[64, 3, 'softmax', 'sigmoid', 'sigmoid', 'sigmoid']
772	0.8333333452542623	[64, 3, 'sigmoid', 'sigmoid', 'softplus', 'sigmoid']
575	0.8333333373069763	[32, 7, 'sigmoid', 'softmax', 'softmax', 'softmax']
1863	0.8333333373069763	[128, 5, 'softplus', 'sigmoid', 'softplus', 'softmax']
1879	0.8333333373069763	[128, 5, 'softplus', 'softplus', 'softplus', 'softmax']
1833	0.8333333373069763	[128, 5, 'sigmoid', 'tanh', 'tanh', 'softplus']
129	0.8333333373069763	[32, 3, 'tanh', 'sigmoid', 'sigmoid', 'softplus']
503	0.8333333373069763	[32, 5, 'softmax', 'softmax', 'softplus', 'softmax']
1892	0.8333333373069763	[128, 5, 'softplus', 'tanh', 'softplus', 'sigmoid']
451	0.8333333373069763	[32, 5, 'softmax', 'sigmoid', 'sigmoid', 'softmax']
464	0.8333333373069763	[32, 5, 'softmax', 'softplus', 'sigmoid', 'sigmoid']
465	0.8333333373069763	[32, 5, 'softmax', 'softplus', 'sigmoid', 'softplus']
456	0.8333333373069763	[32, 5, 'softmax', 'sigmoid', 'tanh', 'sigmoid']
315	0.8333333373069763	[32, 5, 'sigmoid', 'softmax', 'tanh', 'softmax']
448	0.8333333373069763	[32, 5, 'softmax', 'sigmoid', 'sigmoid', 'sigmoid']
969	0.8333333373069763	[64, 3, 'softmax', 'sigmoid', 'tanh', 'softplus']
1239	0.8333333373069763	[64, 5, 'softmax', 'softplus', 'softplus', 'softmax']
1235	0.8333333373069763	[64, 5, 'softmax', 'softplus', 'sigmoid', 'softmax']
8	0.8333333373069763	[32, 3, 'sigmoid', 'sigmoid', 'tanh', 'sigmoid']
256	0.8333333373069763	[32, 5, 'sigmoid', 'sigmoid', 'sigmoid', 'sigmoid']
257	0.8333333373069763	[32, 5, 'sigmoid', 'sigmoid', 'sigmoid', 'softplus']
1224	0.8333333373069763	[64, 5, 'softmax', 'sigmoid', 'tanh', 'sigmoid']
259	0.8333333373069763	[32, 5, 'sigmoid', 'sigmoid', 'sigmoid', 'softmax']
261	0.8333333373069763	[32, 5, 'sigmoid', 'sigmoid', 'softplus', 'softplus']
1013	0.8333333373069763	[64, 3, 'softmax', 'softmax', 'softplus', 'softplus']
1012	0.8333333373069763	[64, 3, 'softmax', 'softmax', 'softplus', 'sigmoid']
265	0.8333333373069763	[32, 5, 'sigmoid', 'sigmoid', 'tanh', 'softplus']
